fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Franco IACONO,1105,Italy,Socialist Group,Group of the Party of European Socialists,Partito Socialista Italiano,1989-1994,07-1989,male
Renzo IMBENI,1106,Italy,Group for the European United Left,Socialist Group,Partito Comunista Italiano,1989-1994,07-1989,male
Antonio IODICE,969,Italy,Group of the European People's Party (Christian,None,Democrazia Cristiana,1989-1994,07-1989,male
Lelio LAGORIO,970,Italy,Socialist Group,Group of the Party of European Socialists,Partito Socialista Italiano,1989-1994,07-1989,male
Giorgio LA MALFA,1010,Italy,Liberal and Democratic Reformist Group,None,Partito Repubblicano Italiano,1989-1994,07-1989,male
Francesco LAMANNA,1870,Italy,Group of the European People's Party (Christian,None,Democrazia Cristiana,1989-1994,09-1992,male
Alexander LANGER,1107,Italy,The Green Group in the European Parliament,None,Verdi Europa,1989-1994,07-1989,male
Antonio LA PERGOLA,1108,Italy,Socialist Group,Group of the Party of European Socialists,Partito Socialista Italiano,1989-1994,07-1989,male
Nereo LARONI,1099,Italy,Socialist Group,Group of the Party of European Socialists,Partito Socialista Italiano,1989-1994,07-1989,male
Salvatore LIMA,991,Italy,Group of the European People's Party (Christian,None,Democrazia Cristiana,1989-1994,07-1989,male
Calogero LO GIUDICE,982,Italy,Group of the European People's Party (Christian,None,Democrazia Cristiana,1989-1994,07-1989,male
Maria MAGNANI NOYA,994,Italy,Socialist Group,None,Partito Socialista Italiano,1989-1994,07-1989,female
Agostino MANTOVANI,8,Italy,Group of the European People's Party (Christian,None,Democrazia Cristiana,1989-1994,04-1991,male
Vincenzo MATTINA,1011,Italy,Socialist Group,Group of the Party of European Socialists,Partito Socialista Italiano,1989-1994,07-1989,male
Antonio MAZZONE,958,Italy,Non-attached Members,None,Movimento Sociale Italiano - Destra Nazionale,1989-1994,10-1989,male
Eugenio MELANDRI,1080,Italy,The Green Group in the European Parliament,None,Democrazia Proletaria,1989-1994,07-1989,male
Mario MELIS,1100,Italy,Rainbow Group in the European Parliament,None,Unione Valdostana - Partito Sardo D'Azione,1989-1994,07-1989,male
Alberto MICHELINI,971,Italy,Group of the European People's Party (Christian,None,Democrazia Cristiana,1989-1994,07-1989,male
Pietro MITOLO,1867,Italy,Non-attached Members,None,Movimento Sociale Italiano - Destra Nazionale,1989-1994,05-1992,male
Luigi MORETTI,1101,Italy,Rainbow Group in the European Parliament,None,Lega Lombarda,1989-1994,07-1989,male
Giuseppe MOTTOLA,1102,Italy,Group of the European People's Party (Christian,None,Democrazia Cristiana,1989-1994,07-1989,male
Cristiana MUSCARDINI,1073,Italy,Non-attached Members,None,Movimento Sociale Italiano - Destra Nazionale,1989-1994,07-1989,female
Pasqualina NAPOLETANO,1065,Italy,Group for the European United Left,Socialist Group,Partito Comunista Italiano,1989-1994,07-1989,female
Vito NAPOLI,1897,Italy,Group of the European People's Party (Christian,None,Democrazia Cristiana,1989-1994,04-1994,male
Giorgio NAPOLITANO,1103,Italy,Group for the European United Left,None,Partito Comunista Italiano,1989-1994,07-1989,male
Achille OCCHETTO,1094,Italy,Group for the European United Left,Socialist Group,Partito Comunista Italiano,1989-1994,07-1989,male
Gabriele PANIZZI,2101,Italy,Non-attached Members,Group of the Party of European Socialists,Partito Socialista Italiano,1989-1994,05-1994,male
Marco PANNELLA,1002,Italy,Non-attached Members,None,Polo Laico,1989-1994,07-1989,male
Eolo PARODI,233,Italy,Group of the European People's Party (Christian,None,Democrazia Cristiana,1989-1994,09-1990,male
Ferruccio PISONI,1003,Italy,Group of the European People's Party (Christian,None,Democrazia Cristiana,1989-1994,07-1989,male
Nino PISONI,983,Italy,Group of the European People's Party (Christian,None,Democrazia Cristiana,1989-1994,07-1989,male
Giacomo PORRAZZINI,1095,Italy,Group for the European United Left,Socialist Group,Partito Comunista Italiano,1989-1994,07-1989,male
Elda PUCCI,1862,Italy,Liberal and Democratic Reformist Group,None,Partito Repubblicano Italiano,1989-1994,03-1992,female
Andrea RAGGIO,1004,Italy,Group for the European United Left,None,Partito Comunista Italiano,1989-1994,07-1989,female
Giuseppe RAUTI,1005,Italy,Non-attached Members,None,Movimento Sociale Italiano - Destra Nazionale,1989-1994,07-1989,male
Tullio Eugenio REGGE,1096,Italy,Group for the European United Left,Socialist Group,Partito Comunista Italiano,1989-1994,07-1989,male
Edoardo RONCHI,1097,Italy,The Green Group in the European Parliament,None,Verdi Arcobaleno,1989-1994,07-1989,male
Giorgio ROSSETTI,1006,Italy,Group for the European United Left,Socialist Group,Partito Comunista Italiano,1989-1994,07-1989,male
Mario Giovanni Guerriero RUFFINI,1098,Italy,Group of the European People's Party (Christian,None,Democrazia Cristiana,1989-1994,07-1989,male
Gabriele SBOARINA,1090,Italy,Group of the European People's Party (Christian,None,Democrazia Cristiana,1989-1994,07-1989,male
Roberto SPECIALE,1091,Italy,Group for the European United Left,None,Partito Comunista Italiano,1989-1994,07-1989,male
Francesco Enrico SPERONI,997,Italy,Rainbow Group in the European Parliament,Non-attached Members,Lega Lombarda,1989-1994,07-1989,male
Marco TARADASH,998,Italy,The Green Group in the European Parliament,Non-attached Members,Lega Antiproibizionisti Droga,1989-1994,07-1989,male
Giuseppe TATARELLA,963,Italy,Non-attached Members,None,Movimento Sociale Italiano - Destra Nazionale,1989-1994,07-1989,male
Renzo TRIVELLI,1081,Italy,Group for the European United Left,Socialist Group,Partito Comunista Italiano,1989-1994,07-1989,male
Dacia VALENT,1066,Italy,Group for the European United Left,Non-attached Members,Partito Comunista Italiano,1989-1994,07-1989,female
Luciano VECCHI,1092,Italy,Group for the European United Left,Socialist Group,Partito Comunista Italiano,1989-1994,07-1989,male
Luigi VERTEMATI,995,Italy,Socialist Group,Group of the Party of European Socialists,Partito Socialista Italiano,1989-1994,07-1989,male
Bruno VISENTINI,1082,Italy,Liberal and Democratic Reformist Group,None,Partito Repubblicano Italiano,1989-1994,07-1989,male
Maria Adelaide AGLIETTA,1114,Italy,The Green Group in the European Parliament,None,Federazione Dei Verdi,1994-1999,07-1994,female
Amedeo AMADEO,2035,Italy,Non-attached Members,None,Alleanza Nazionale,1994-1999,07-1994,male
Roberta ANGELILLI,1941,Italy,Non-attached Members,None,Alleanza Nazionale,1994-1999,07-1994,female
Aldo ARRONI,2033,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Corrado AUGIAS,2136,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,07-1994,male
Claudio AZZOLINI,2140,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Francesco BALDARELLI,1939,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,07-1994,male
Monica Stefania BALDI,2131,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,female
Valerio BALDINI,2090,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Roberto BARZANTI,1135,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,07-1994,male
Spalato BELLERE',2134,Italy,Non-attached Members,None,Alleanza Nazionale,1994-1999,07-1994,male
Fausto BERTINOTTI,2023,Italy,Confederal Group of the European United Left,Confederal Group of the European United Left/Nordic Green Left ,Rifondazione Comunista,1994-1999,07-1994,male
Gerardo BIANCO,2143,Italy,Group of the European People's Party (Christian,None,Partito Popolare Italiano,1994-1999,07-1994,male
Gian Piero BONIPERTI,2034,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Rinaldo BONTEMPI,1020,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,07-1994,male
Umberto BOSSI,2036,Italy,"Group of the European Liberal, Democrat and Reform Party",Non-attached Members,Lega Nord Per L'Indipendenza Della Padania,1994-1999,07-1994,male
Giovanni M.S. BURTONE,1953,Italy,Group of the European People's Party (Christian,None,Partito Popolare Italiano,1994-1999,07-1994,male
Ernesto CACCAVALE,2141,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Luigi CALIGARIS,2085,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Pierre CARNITI,1085,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,07-1994,male
Gaetano CARROZZO,2336,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1994-1999,11-1998,male
Carlo CASINI,988,Italy,Group of the European People's Party (Christian,None,Partito Popolare Italiano,1994-1999,07-1994,male
Pier Ferdinando CASINI,2189,Italy,Forza Europa Group,Group Union for Europe ,Centro Cristiano Democratico,1994-1999,07-1994,male
Pierluigi CASTAGNETTI,2102,Italy,Group of the European People's Party (Christian,None,Partito Popolare Italiano,1994-1999,07-1994,male
Luciana CASTELLINA,947,Italy,Confederal Group of the European United Left,Confederal Group of the European United Left/Nordic Green Left ,Rifondazione Comunista,1994-1999,07-1994,female
Marco CELLAI,1809,Italy,Non-attached Members,None,Alleanza Nazionale,1994-1999,07-1994,male
Luigi Alberto COLAJANNI,1137,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,07-1994,male
Ombretta COLLI,2195,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,female
Maria Paola COLOMBO SVEVO,2051,Italy,Group of the European People's Party (Christian,None,Partito Popolare Italiano,1994-1999,07-1994,female
Giampaolo V.E. D'ANDREA,2144,Italy,Group of the European People's Party (Christian,None,Partito Popolare Italiano,1994-1999,07-1994,male
Alessandro DANESIN,2250,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Biagio DE GIOVANNI,1130,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,07-1994,male
Gianfranco DELL'ALBA,2043,Italy,Group of the European Radical Alliance,None,Pannella-Riformatori,1994-1999,07-1994,male
Stefano DE LUCA,2198,Italy,Forza Europa Group,None,Forza Italia,1994-1999,07-1994,male
Pietro Antonio DI PRIMA,2193,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Olivier DUPUIS,2281,Italy,Group of the European Radical Alliance,None,Pannella-Riformatori,1994-1999,03-1996,male
Michl EBNER,2075,Italy,Group of the European People's Party (Christian,None,Südtiroler Volkspartei,1994-1999,07-1994,male
Giulio FANTUZZI,1109,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,07-1994,male
Gipo FARASSINO,2039,Italy,"Group of the European Liberal, Democrat and Reform Party",Non-attached Members,Lega Nord Per L'Indipendenza Della Padania,1994-1999,07-1994,male
Raimondo FASSA,1954,Italy,"Group of the European Liberal, Democrat and Reform Party",None,Lega Nord Per L'Indipendenza Della Padania,1994-1999,07-1994,male
Enrico FERRI,990,Italy,Non-attached Members,Forza Europa Group ,Partito Socialista Democratico Italiano,1994-1999,07-1994,male
Livio FILIPPI,2094,Italy,Group of the European People's Party (Christian,None,Patto Segni,1994-1999,07-1994,male
Gianfranco FINI,1007,Italy,Non-attached Members,None,Alleanza Nazionale,1994-1999,07-1994,male
Luigi Andrea FLORIO,2248,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Alessandro FONTANA,2042,Italy,Forza Europa Group,None,Centro Cristiano Democratico,1994-1999,07-1994,male
Marco FORMENTINI,2038,Italy,"Group of the European Liberal, Democrat and Reform Party",Non-attached Members,Lega Nord Per L'Indipendenza Della Padania,1994-1999,07-1994,male
Riccardo GAROSCI,2196,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Fiorella GHILARDOTTI,2024,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,07-1994,female
Antonio GRAZIANI,1958,Italy,Group of the European People's Party (Christian,None,Partito Popolare Italiano,1994-1999,07-1994,male
Renzo IMBENI,1106,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,07-1994,male
Giorgio LA MALFA,1010,Italy,"Group of the European Liberal, Democrat and Reform Party",None,Partito Repubblicano Italiano,1994-1999,07-1994,male
Alexander LANGER,1107,Italy,The Green Group in the European Parliament,None,Federazione Dei Verdi,1994-1999,07-1994,male
Giacomo LEOPARDI,2253,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Giancarlo LIGABUE,2251,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Franco E. MALERBA,2249,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Lucio MANISCO,2074,Italy,Confederal Group of the European United Left,Confederal Group of the European United Left/Nordic Green Left ,Rifondazione Comunista,1994-1999,07-1994,male
Andrea MANZELLA,2113,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,07-1994,female
Marilena MARIN,2078,Italy,"Group of the European Liberal, Democrat and Reform Party",Forza Europa Group ,Lega Nord Per L'Indipendenza Della Padania,1994-1999,07-1994,female
Elena MARINUCCI,2142,Italy,Group of the Party of European Socialists,None,Partito Socialista Italiano,1994-1999,07-1994,female
Alfonso Luigi MARRA,2191,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Roberto MEZZAROMA,2254,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Enrico MONTESANO,1940,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,07-1994,male
Luigi MORETTI,1101,Italy,"Group of the European Liberal, Democrat and Reform Party",None,Lega Nord Per L'Indipendenza Della Padania,1994-1999,07-1994,male
Giuseppe MOTTOLA,1102,Italy,Group of the European People's Party (Christian,None,Partito Popolare Italiano,1994-1999,11-1998,male
Cristiana MUSCARDINI,1073,Italy,Non-attached Members,None,Alleanza Nazionale,1994-1999,07-1994,female
Sebastiano (Nello) MUSUMECI,1944,Italy,Non-attached Members,None,Alleanza Nazionale,1994-1999,07-1994,male
Pasqualina NAPOLETANO,1065,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,11-1996,female
Riccardo NENCINI,2132,Italy,Group of the Party of European Socialists,None,Partito Socialista Italiano,1994-1999,07-1994,male
Achille OCCHETTO,1094,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,07-1994,male
Leoluca ORLANDO,2152,Italy,The Green Group in the European Parliament,None,La Rete Movimento Democratico,1994-1999,07-1994,male
Marco PANNELLA,1002,Italy,Group of the European Radical Alliance,None,Pannella-Riformatori,1994-1999,07-1994,male
Gastone PARIGI,1943,Italy,Non-attached Members,None,Alleanza Nazionale,1994-1999,07-1994,male
Eolo PARODI,233,Italy,Forza Europa Group,None,Forza Italia,1994-1999,07-1994,male
Luciano PETTINARI,2133,Italy,Confederal Group of the European United Left,Confederal Group of the European United Left/Nordic Green Left ,Rifondazione Comunista,1994-1999,07-1994,male
Guido PODESTÀ,2046,Italy,Forza Europa Group,None,Forza Italia,1994-1999,07-1994,male
Danilo POGGIOLINI,2029,Italy,Group of the European People's Party (Christian,None,Patto Segni,1994-1999,07-1994,male
Giuseppe RAUTI,1005,Italy,Non-attached Members,None,Movimento Sociale Italiano,1994-1999,07-1994,male
Carlo RIPA DI MEANA,717,Italy,The Green Group in the European Parliament,Confederal Group of the European United Left/Nordic Green Left ,Federazione Dei Verdi,1994-1999,07-1994,male
Giorgio RUFFOLO,714,Italy,Group of the Party of European Socialists,None,Indipendenti Di Sinistra,1994-1999,07-1994,male
Giacomo SANTINI,2252,Italy,Forza Europa Group,None,Forza Italia,1994-1999,07-1994,male
Umberto SCAPAGNINI,2194,Italy,Forza Europa Group,None,Forza Italia,1994-1999,07-1994,male
Luciano SCHIFONE,2325,Italy,Non-attached Members,None,Alleanza Nazionale,1994-1999,05-1998,male
Carlo SECCHI,2050,Italy,Group of the European People's Party (Christian,None,Partito Popolare Italiano,1994-1999,07-1994,male
Mariotto SEGNI,2027,Italy,Group of the European People's Party (Christian,None,Patto Segni,1994-1999,07-1994,male
Roberto SPECIALE,1091,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,07-1994,male
Antonio TAJANI,2187,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Gianni TAMINO,2258,Italy,The Green Group in the European Parliament,None,Federazione Dei Verdi,1994-1999,07-1995,male
Salvatore TATARELLA,1945,Italy,Non-attached Members,None,Alleanza Nazionale,1994-1999,07-1994,male
Luisa TODINI,2255,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,female
Antonio Michele TRIZZA,1951,Italy,Non-attached Members,None,Alleanza Nazionale,1994-1999,07-1994,male
Luciano VECCHI,1092,Italy,Group of the Party of European Socialists,None,Partito Democratico Della Sinistra,1994-1999,07-1994,male
Guido VICECONTE,2197,Italy,Forza Europa Group,Group Union for Europe ,Forza Italia,1994-1999,07-1994,male
Luigi VINCI,1957,Italy,Confederal Group of the European United Left,Confederal Group of the European United Left/Nordic Green Left ,Rifondazione Comunista,1994-1999,07-1994,male
Vincenzo VIOLA,2259,Italy,Group of the European People's Party (Christian,None,Patto Segni,1994-1999,09-1995,male
Generoso ANDRIA,5918,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,06-2000,male
Roberta ANGELILLI,1941,Italy,Non-attached Members,Union for Europe of the Nations Group ,Alleanza Nazionale,1999-2004,07-1999,female
Paolo BARTOLOZZI,21818,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,06-2001,male
Sergio BERLATO,4746,Italy,Non-attached Members,Union for Europe of the Nations Group ,Alleanza Nazionale,1999-2004,07-1999,male
Silvio BERLUSCONI,4391,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Fausto BERTINOTTI,2023,Italy,Confederal Group of the European United Left/Nordic Green Left,None,Partito Della Rifondazione Comunista,1999-2004,07-1999,male
Roberto Felice BIGLIARDO,4468,Italy,Technical Group of Independent Members,Union for Europe of the Nations Group ,Movimento Sociale Fiamma Tricolore,1999-2004,07-1999,male
Guido BODRATO,4399,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Partito Popolare Italiano,1999-2004,07-1999,male
Emma BONINO,1566,Italy,Technical Group of Independent Members,Non-attached Members,Lista Emma Bonino,1999-2004,07-1999,female
Mario BORGHEZIO,21817,Italy,Technical Group of Independent Members,Non-attached Members,Lega Nord Per L'Indipendenza Della Padania,1999-2004,06-2001,male
Enrico BOSELLI,4458,Italy,Group of the Party of European Socialists,None,Socialisti Democratici Italiani,1999-2004,07-1999,male
Umberto BOSSI,2036,Italy,Technical Group of Independent Members,None,Lega Nord Per L'Indipendenza Della Padania,1999-2004,07-1999,male
Giuseppe BRIENZA,21905,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Centro Cristiano Democratico,1999-2004,07-2001,male
Renato BRUNETTA,4422,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Rocco BUTTIGLIONE,4407,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Cristiani Democratici Uniti,1999-2004,07-1999,male
Massimo CACCIARI,4405,Italy,"Group of the European Liberal, Democrat and Reform Party",None,I Democratici,1999-2004,07-1999,male
Giorgio CALÒ,25421,Italy,"Group of the European Liberal, Democrat and Reform Party",None,Italia Dei Valori - Lista Di Pietro,1999-2004,09-2003,male
Marco CAPPATO,4740,Italy,Technical Group of Independent Members,Non-attached Members,Lista Emma Bonino,1999-2004,07-1999,male
Massimo CARRARO,4417,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1999-2004,07-1999,male
Pier Ferdinando CASINI,2189,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Centro Cristiano Democratico,1999-2004,07-1999,male
Luciano CAVERI,5917,Italy,"Group of the European Liberal, Democrat and Reform Party",None,Union Valdôtaine,1999-2004,06-2000,male
Giorgio CELLI,4400,Italy,Group of the Greens/European Free Alliance,None,Federazione Dei Verdi,1999-2004,07-1999,male
Luigi CESARO,4563,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Luigi COCILOVO,4470,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Partito Popolare Italiano,1999-2004,07-1999,male
Massimo CORSARO,21815,Italy,Union for Europe of the Nations Group,None,Alleanza Nazionale,1999-2004,06-2001,male
Armando COSSUTTA,4401,Italy,Confederal Group of the European United Left/Nordic Green Left,None,Partito Dei Comunisti Italiani,1999-2004,07-1999,male
Paolo COSTA,4747,Italy,"Group of the European Liberal, Democrat and Reform Party",None,I Democratici,1999-2004,07-1999,male
Raffaele COSTA,4392,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Gianfranco DELL'ALBA,2043,Italy,Technical Group of Independent Members,None,Lista Emma Bonino,1999-2004,07-1999,male
Benedetto DELLA VEDOVA,4739,Italy,Technical Group of Independent Members,Non-attached Members,Lista Emma Bonino,1999-2004,07-1999,male
Marcello DELL'UTRI,4394,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Luigi Ciriaco DE MITA,1746,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Partito Popolare Italiano,1999-2004,07-1999,male
Giuseppe DI LELLO FINUOLI,4464,Italy,Confederal Group of the European United Left/Nordic Green Left,None,Partito Della Rifondazione Comunista,1999-2004,07-1999,male
Antonio DI PIETRO,4404,Italy,"Group of the European Liberal, Democrat and Reform Party",None,I Democratici,1999-2004,07-1999,male
Olivier DUPUIS,2281,Italy,Technical Group of Independent Members,Non-attached Members,Lista Emma Bonino,1999-2004,07-1999,male
Michl EBNER,2075,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Südtiroler Volkspartei,1999-2004,07-1999,male
Carlo FATUZZO,4413,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Partito Pensionati,1999-2004,07-1999,male
Claudio FAVA,4469,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1999-2004,07-1999,male
Enrico FERRI,990,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Gianfranco FINI,1007,Italy,Non-attached Members,Union for Europe of the Nations Group ,Alleanza Nazionale,1999-2004,07-1999,male
Francesco FIORI,4396,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Raffaele FITTO,4465,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Marco FORMENTINI,2038,Italy,Non-attached Members,"Group of the European Liberal, Democrat and Reform Party ",Lega Nord Per L'Indipendenza Della Padania,1999-2004,07-1999,male
Monica FRASSONI,4254,Italy,Group of the Greens/European Free Alliance,None,Ecolo,1999-2004,07-1999,female
Giuseppe GARGANI,4562,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Jas GAWRONSKI,1113,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Vitaliano GEMELLI,4463,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Cristiani Democratici Uniti,1999-2004,07-1999,male
Fiorella GHILARDOTTI,2024,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1999-2004,07-1999,female
Gian Paolo GOBBO,4741,Italy,Technical Group of Independent Members,None,Lega Nord Per L'Indipendenza Della Padania,1999-2004,07-1999,male
Renzo IMBENI,1106,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1999-2004,07-1999,male
Vincenzo LAVARRA,4455,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1999-2004,07-1999,male
Giorgio LISI,4748,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Raffaele LOMBARDO,4472,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Centro Cristiano Democratico,1999-2004,07-1999,male
Lucio MANISCO,2074,Italy,Confederal Group of the European United Left/Nordic Green Left,None,Partito Dei Comunisti Italiani,1999-2004,07-1999,male
Mario MANTOVANI,4395,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Franco MARINI,4426,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Partito Popolare Italiano,1999-2004,07-1999,male
Claudio MARTELLI,1602,Italy,Group of the Party of European Socialists,Non-attached Members,Socialisti Democratici Italiani,1999-2004,07-1999,male
Clemente MASTELLA,4462,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Unione Democratici Per L'Europa,1999-2004,07-1999,male
Mario MAURO,4393,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Domenico MENNITTI,21814,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,06-2001,male
Reinhold MESSNER,4419,Italy,Group of the Greens/European Free Alliance,None,Federazione Dei Verdi,1999-2004,07-1999,male
Luisa MORGANTINI,4453,Italy,Confederal Group of the European United Left/Nordic Green Left,None,Partito Della Rifondazione Comunista,1999-2004,07-1999,female
Cristiana MUSCARDINI,1073,Italy,Non-attached Members,Union for Europe of the Nations Group ,Alleanza Nazionale,1999-2004,07-1999,female
Francesco MUSOTTO,4471,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Antonio MUSSA,21951,Italy,Union for Europe of the Nations Group,None,Alleanza Nazionale,1999-2004,07-2001,male
Sebastiano (Nello) MUSUMECI,1944,Italy,Non-attached Members,Union for Europe of the Nations Group ,Alleanza Nazionale,1999-2004,07-1999,male
Pasqualina NAPOLETANO,1065,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1999-2004,07-1999,female
Giorgio NAPOLITANO,1103,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1999-2004,07-1999,male
Giuseppe NISTICO',4749,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Mauro NOBILIA,4744,Italy,Non-attached Members,Union for Europe of the Nations Group ,Alleanza Nazionale,1999-2004,07-1999,male
Elena Ornella PACIOTTI,4415,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1999-2004,07-1999,female
Marco PANNELLA,1002,Italy,Technical Group of Independent Members,Non-attached Members,Lista Emma Bonino,1999-2004,07-1999,male
Paolo PASTORELLI,21816,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Cristiani Democratici Uniti,1999-2004,06-2001,male
Giuseppe PISICCHIO,4456,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Rinnovamento Italiano - Dini,1999-2004,07-1999,male
Gianni PITTELLA,4436,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1999-2004,07-1999,male
Guido PODESTÀ,2046,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Adriana POLI BORTONE,4467,Italy,Non-attached Members,Union for Europe of the Nations Group ,Alleanza Nazionale,1999-2004,07-1999,female
Giovanni PROCACCI,4460,Italy,"Group of the European Liberal, Democrat and Reform Party",None,I Democratici,1999-2004,07-1999,male
Giorgio RUFFOLO,714,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1999-2004,07-1999,male
Francesco RUTELLI,4431,Italy,"Group of the European Liberal, Democrat and Reform Party",None,I Democratici,1999-2004,07-1999,male
